FID	OBJECTID	ADD_ID_HC	ANUMBER	ANUMBERSUF	ST_PRE_MOD	ST_PRE_DIR	ST_PRE_TYP	ST_NAME	ST_POS_TYP	ST_POS_DIR	ST_POS_MOD	SUB_AD_TYP	SUB_AD_ID	CONCAT_AD	MUNI_NAME	ZIP	ZIP4	LANDMARK_1	LANDMARK_2	FLR_LVL	ADD_TYPE	LONGITUDE	LATITUDE	PID	GlobalID
3317	405832	436363	15	 	 	 	 	1st	Street	South	 	 	A1610	15 1st Street South A1610	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320290	{CC6F1610-0A35-497E-8964-D941E8A699CB}
2273	282245	84512	15	 	 	 	 	1st	Street	South	 	 	A1611	15 1st Street South A1611	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320291	{91465CB7-14E0-4AF8-8C7D-825785A7B749}
1279	163946	41935	15	 	 	 	 	1st	Street	South	 	 	A1612	15 1st Street South A1612	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320292	{E2A3ADFA-54CE-4894-9EC8-7747E3D55405}
573	73609	39073	15	 	 	 	 	1st	Street	South	 	 	A1613	15 1st Street South A1613	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320293	{A9DBB956-032B-491B-8839-3B1D4CF588D2}
1646	208562	55248	15	 	 	 	 	1st	Street	South	 	 	A1615	15 1st Street South A1615	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320295	{57690185-2A23-47DA-8A2F-05BA8DBC4F96}
2420	299714	60978	15	 	 	 	 	1st	Street	South	 	 	A1617	15 1st Street South A1617	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320297	{0332484D-C465-47C6-B8DC-D2B6CC7B0E9A}
1357	173004	34754	15	 	 	 	 	1st	Street	South	 	 	A1618	15 1st Street South A1618	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320298	{0D4EE691-8C3B-4A8C-875F-467E8F1DF7D3}
3865	472062	61533	15	 	 	 	 	1st	Street	South	 	 	A1619	15 1st Street South A1619	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320299	{B2C14E2B-B540-493D-B4B0-FABB0B77A3E2}
1996	248555	33886	15	 	 	 	 	1st	Street	South	 	 	A1620	15 1st Street South A1620	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320300	{82BB3E70-C8C8-4E40-BC52-7291511F07F6}
114	14522	42337	15	 	 	 	 	1st	Street	South	 	 	A1701	15 1st Street South A1701	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320301	{B4149B3E-E452-4B06-96D5-D9AB47821BBB}
1181	153552	42027	15	 	 	 	 	1st	Street	South	 	 	A1702	15 1st Street South A1702	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320302	{7C9ADD1B-6987-4068-BE24-2FA10867C4AB}
1226	158330	147899	15	 	 	 	 	1st	Street	South	 	 	A1703	15 1st Street South A1703	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320303	{39DF552B-C5D0-4549-BDE4-3CC97A20D368}
451	58010	148507	15	 	 	 	 	1st	Street	South	 	 	A1705	15 1st Street South A1705	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320305	{8AF12D4A-4A16-46FF-8103-610011FB0FB4}
1193	154467	38716	15	 	 	 	 	1st	Street	South	 	 	A1707	15 1st Street South A1707	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320307	{22B03CC6-A260-4AB3-BFB0-6C94B854DFBB}
2457	303777	145198	15	 	 	 	 	1st	Street	South	 	 	A1708	15 1st Street South A1708	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320308	{1718885D-E0BF-41D3-B69B-CFDA5D51AFBF}
98	12084	39143	15	 	 	 	 	1st	Street	South	 	 	A1709	15 1st Street South A1709	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320309	{510A4AF1-A3DB-47B2-A0F3-8984BC7CBCC5}
2187	270991	64883	15	 	 	 	 	1st	Street	South	 	 	A1710	15 1st Street South A1710	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320310	{03BB4D79-03A5-4FDA-B3AD-22126C938EEC}
2722	335788	83221	15	 	 	 	 	1st	Street	South	 	 	A1711	15 1st Street South A1711	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320311	{9141B328-0220-45ED-9FF7-1DEE6944CE8F}
3706	455411	83415	15	 	 	 	 	1st	Street	South	 	 	A1712	15 1st Street South A1712	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320312	{AE251D2C-7A5D-4E9C-A2F5-FCE69C7923AD}
1670	212279	102075	15	 	 	 	 	1st	Street	South	 	 	A1713	15 1st Street South A1713	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320313	{A8A919F9-E6AA-41C6-9DFE-9004CCB19ECB}
2285	283507	60768	15	 	 	 	 	1st	Street	South	 	 	A1714	15 1st Street South A1714	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320314	{22147AE8-4E17-4895-AF98-5A34BF8F0CAA}
1768	224216	436022	15	 	 	 	 	1st	Street	South	 	 	A1715	15 1st Street South A1715	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320315	{3E9831AF-F9E5-437C-B3DD-4F7F64928754}
3256	398671	60986	15	 	 	 	 	1st	Street	South	 	 	A1716	15 1st Street South A1716	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320316	{679D7B5E-0761-4141-BC95-7FFE91B55655}
1485	188780	80337	15	 	 	 	 	1st	Street	South	 	 	A1717	15 1st Street South A1717	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320317	{DDE85A56-FB22-4696-ADE7-E8ABB8974AAA}
2544	314659	59302	15	 	 	 	 	1st	Street	South	 	 	A1718	15 1st Street South A1718	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320318	{4A3BECF4-5083-4CE0-A346-B54F3EC9DE9A}
1113	144695	86903	15	 	 	 	 	1st	Street	South	 	 	A1719	15 1st Street South A1719	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320319	{2C7FEC0A-15AD-454B-8E5F-D25FD56016A2}
750	97030	81668	15	 	 	 	 	1st	Street	South	 	 	A1720	15 1st Street South A1720	Minneapolis	55401	 	 	 	0	Structure	-93.26660601	44.9831249	2302924320320	{603B827F-71E7-4161-83CC-54BF6875B738}
1363	173386	61372	19	 	 	 	 	1st	Street	South	 	 	B3	19 1st Street South B3	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320323	{AB08A8C1-1FD6-42DA-9724-5669D02BE444}
1858	233394	61619	19	 	 	 	 	1st	Street	South	 	 	B4	19 1st Street South B4	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320324	{7B30BF25-74CF-454E-85CF-72F26F32D31F}
3574	438044	64456	19	 	 	 	 	1st	Street	South	 	 	B5	19 1st Street South B5	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320325	{48A3EEC5-89BF-4E5C-AD45-80D74EC75920}
3214	392940	61773	19	 	 	 	 	1st	Street	South	 	 	B6	19 1st Street South B6	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320326	{72967DBD-0EC0-4ACB-B26D-95CA38B59E3A}
1125	145791	61299	19	 	 	 	 	1st	Street	South	 	 	B201	19 1st Street South B201	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320327	{168440BB-645D-489F-89EB-FC1FA5665658}
2249	278866	42925	19	 	 	 	 	1st	Street	South	 	 	B202	19 1st Street South B202	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320328	{B41E1A39-45F1-4BFA-8134-F794FD7EE388}
3239	396421	43313	19	 	 	 	 	1st	Street	South	 	 	B203	19 1st Street South B203	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320329	{E37E2EF1-7AB7-4E29-922A-9ED6838119EE}
1741	220740	60328	19	 	 	 	 	1st	Street	South	 	 	B204	19 1st Street South B204	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320330	{0CC4513D-CB0C-4ADC-9897-5282489C209B}
3426	420319	42901	19	 	 	 	 	1st	Street	South	 	 	B205	19 1st Street South B205	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320331	{424593B9-1FEC-4040-A42D-6B4BAF2C6B9B}
3091	379810	61516	19	 	 	 	 	1st	Street	South	 	 	B206	19 1st Street South B206	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320332	{B81C4911-74F8-4FE9-850B-C17D4512ED6C}
158	19256	62415	19	 	 	 	 	1st	Street	South	 	 	B207	19 1st Street South B207	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320333	{37001E04-15F7-47FF-B89C-51BFD73A6F1D}
2425	300576	65972	19	 	 	 	 	1st	Street	South	 	 	B208	19 1st Street South B208	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320334	{0E59EA09-3EFA-45B5-AE05-25AE42FCC393}
921	122843	47853	19	 	 	 	 	1st	Street	South	 	 	B301	19 1st Street South B301	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320335	{085214DF-CE9E-4F5C-B534-2A5E254A4429}
1537	195425	62122	19	 	 	 	 	1st	Street	South	 	 	B302	19 1st Street South B302	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320336	{9997EEBB-BA46-442A-B1AB-7330A653F070}
643	82452	42236	19	 	 	 	 	1st	Street	South	 	 	B303	19 1st Street South B303	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320337	{9AD19F17-412A-40B0-B712-36313E490301}
3498	429081	42572	19	 	 	 	 	1st	Street	South	 	 	B304	19 1st Street South B304	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320338	{25041A15-B2A0-4323-9980-2EA84829F2BF}
3216	393166	47850	19	 	 	 	 	1st	Street	South	 	 	B305	19 1st Street South B305	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320339	{7B7340C0-3526-4204-9AFA-38FF29537106}
302	38732	77769	19	 	 	 	 	1st	Street	South	 	 	B306	19 1st Street South B306	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320340	{15C3F706-6C1B-401E-AA3B-219B30FF30AE}
942	124212	43997	19	 	 	 	 	1st	Street	South	 	 	B307	19 1st Street South B307	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320341	{D8803A91-EEE9-4B73-871D-544D0C4043CA}
136	17110	42485	19	 	 	 	 	1st	Street	South	 	 	B308	19 1st Street South B308	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320342	{849F0ACC-0B1E-4501-BC68-317C36206493}
3946	480308	35720	19	 	 	 	 	1st	Street	South	 	 	B401	19 1st Street South B401	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320343	{80521B99-6D07-4DC1-A4BF-B6547EB8DA3B}
163	19876	66000	19	 	 	 	 	1st	Street	South	 	 	B402	19 1st Street South B402	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320344	{6FC17C89-5A4C-4C5E-8E4D-D6ACF5737A13}
2451	303046	41467	19	 	 	 	 	1st	Street	South	 	 	B403	19 1st Street South B403	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320345	{F4DCA01B-5506-45A3-A417-52C1357AB7FC}
1681	213543	77840	19	 	 	 	 	1st	Street	South	 	 	B404	19 1st Street South B404	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320346	{30351602-3211-44B1-A890-090058E93961}
259	34078	61087	19	 	 	 	 	1st	Street	South	 	 	B405	19 1st Street South B405	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320347	{C9F17B50-D978-4131-AE54-66AF334336CA}
1091	142246	77727	19	 	 	 	 	1st	Street	South	 	 	B406	19 1st Street South B406	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320348	{F16C1BF4-2970-4E23-A646-5E26D248CF36}
2658	328657	45100	19	 	 	 	 	1st	Street	South	 	 	B407	19 1st Street South B407	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320349	{EBB4951F-CAD7-4B59-89CA-3B76ADA316F7}
3118	382157	43814	19	 	 	 	 	1st	Street	South	 	 	B408	19 1st Street South B408	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320350	{79089028-6457-42EC-BCF6-3D7EDB35115C}
2535	312809	35329	19	 	 	 	 	1st	Street	South	 	 	B501	19 1st Street South B501	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320351	{D8CEE969-558E-4EBC-A0AB-025617C1F63D}
2621	323002	56136	19	 	 	 	 	1st	Street	South	 	 	B502	19 1st Street South B502	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320352	{778D7A2B-17C6-4579-B154-6F2D32B0AC94}
147	18106	69498	19	 	 	 	 	1st	Street	South	 	 	B503	19 1st Street South B503	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320353	{7CB0DFD3-2CE0-466B-9FB3-291765099030}
1748	221578	60054	19	 	 	 	 	1st	Street	South	 	 	B504	19 1st Street South B504	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320354	{A17EA571-FE27-49FC-B7BB-800D37A1888E}
720	93308	77694	19	 	 	 	 	1st	Street	South	 	 	B505	19 1st Street South B505	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320355	{B8C218B5-C78E-41B5-8975-B311667517FA}
867	114456	36879	19	 	 	 	 	1st	Street	South	 	 	B506	19 1st Street South B506	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320356	{E4560BB5-1059-4784-917D-5D143971F889}
1217	157703	61144	19	 	 	 	 	1st	Street	South	 	 	B507	19 1st Street South B507	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320357	{21D8483F-C8F0-4B28-8656-89F14699E00B}
3310	404993	41505	19	 	 	 	 	1st	Street	South	 	 	B508	19 1st Street South B508	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320358	{E5FDFE8E-72D9-45DA-9BBF-F64FB67751A7}
2270	281578	59944	19	 	 	 	 	1st	Street	South	 	 	B601	19 1st Street South B601	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320359	{31CBE51C-AC7D-4FB4-8B0E-FD3AED3A67DB}
3791	463986	69348	19	 	 	 	 	1st	Street	South	 	 	B602	19 1st Street South B602	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320360	{B4F4C7FE-35F4-438D-B1E8-E34F8D3C9A2D}
1426	180387	62000	19	 	 	 	 	1st	Street	South	 	 	B603	19 1st Street South B603	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320361	{C0D92032-B595-4832-9128-0F4F1FDB4E01}
1050	136231	42238	19	 	 	 	 	1st	Street	South	 	 	B604	19 1st Street South B604	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320362	{32664E9E-3778-4D5D-A888-E9C8CC5E6AD4}
3783	463031	58320	19	 	 	 	 	1st	Street	South	 	 	B605	19 1st Street South B605	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320363	{1D729866-3F0E-4C4B-88E6-6937B7FEAB4C}
408	51113	62125	19	 	 	 	 	1st	Street	South	 	 	B606	19 1st Street South B606	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320364	{15421AAD-C15E-468B-A195-422D54635124}
1345	171331	34761	19	 	 	 	 	1st	Street	South	 	 	B607	19 1st Street South B607	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320365	{8E013F5D-435E-46F1-AB10-5C0BC2089E8E}
3311	405029	34586	19	 	 	 	 	1st	Street	South	 	 	B608	19 1st Street South B608	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320366	{F511F766-2B45-43D6-B394-A66E146AFB3A}
3518	431140	34175	19	 	 	 	 	1st	Street	South	 	 	B701	19 1st Street South B701	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320367	{16B3FA70-B163-4738-970A-26AB020CBDF4}
2205	273639	43824	19	 	 	 	 	1st	Street	South	 	 	B702	19 1st Street South B702	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320368	{F6973EC6-7F63-46E4-907D-E29BAA235FBF}
2259	279914	77975	19	 	 	 	 	1st	Street	South	 	 	B703	19 1st Street South B703	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320369	{F17DB942-7602-4752-BD1B-6EF9EF056840}
3164	387241	61352	19	 	 	 	 	1st	Street	South	 	 	B704	19 1st Street South B704	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320370	{A280F2D9-D5E5-4E0C-9394-639092577071}
1461	185045	61440	19	 	 	 	 	1st	Street	South	 	 	B705	19 1st Street South B705	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320371	{C19CAC07-4281-4514-89A6-91FA04B755EF}
1187	153919	61321	19	 	 	 	 	1st	Street	South	 	 	B706	19 1st Street South B706	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320372	{EBFC579A-B884-4EED-80CD-02058CA8C21B}
705	91943	61514	19	 	 	 	 	1st	Street	South	 	 	B707	19 1st Street South B707	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320373	{402DC555-01BA-45E7-AB5F-A9C5B3CEB70E}
2416	298671	61123	19	 	 	 	 	1st	Street	South	 	 	B708	19 1st Street South B708	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320374	{BCA25BAE-618C-4269-B681-FC596EEC66EC}
1059	137525	69806	19	 	 	 	 	1st	Street	South	 	 	B801	19 1st Street South B801	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320375	{46543B57-F5B6-4D2C-BE7C-856DD7386B69}
2441	302130	61371	19	 	 	 	 	1st	Street	South	 	 	B802	19 1st Street South B802	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320376	{D43CC61C-3388-471D-8EA3-FB54B66CA21E}
2578	317926	61935	19	 	 	 	 	1st	Street	South	 	 	B803	19 1st Street South B803	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320377	{123B1374-2DE0-413A-9DFB-C6A008A918C6}
3386	414741	64621	19	 	 	 	 	1st	Street	South	 	 	B804	19 1st Street South B804	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320378	{C401974E-01D5-439F-B8EA-4629F348AE89}
374	47325	61383	19	 	 	 	 	1st	Street	South	 	 	B805	19 1st Street South B805	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320379	{E267D386-7488-440E-8083-237119E3CD4A}
3189	390273	61089	19	 	 	 	 	1st	Street	South	 	 	B806	19 1st Street South B806	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320380	{9C8C3E60-4B0E-4BB6-9A2B-1C2784E477A0}
3651	446901	60345	19	 	 	 	 	1st	Street	South	 	 	B807	19 1st Street South B807	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320381	{012F3788-4EEB-4B18-8FB6-BF6DB51D3E10}
1175	152706	61245	19	 	 	 	 	1st	Street	South	 	 	B808	19 1st Street South B808	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320382	{7ECC142F-9CAC-4214-94CD-0AAE953C7DE7}
59	7305	61039	19	 	 	 	 	1st	Street	South	 	 	B901	19 1st Street South B901	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320383	{01451DAC-D450-4D00-98BA-412A52C61829}
2227	275760	61450	19	 	 	 	 	1st	Street	South	 	 	B902	19 1st Street South B902	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320384	{991152C7-07BA-4C6D-BC44-43B11F8AAF73}
3389	415326	36764	19	 	 	 	 	1st	Street	South	 	 	B903	19 1st Street South B903	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320385	{55474901-127D-46D0-8F8D-87796DB69A18}
3873	472648	66049	19	 	 	 	 	1st	Street	South	 	 	B904	19 1st Street South B904	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320386	{0F0E8958-1053-4D45-A8EB-F37A480C9FEC}
3165	387255	42569	19	 	 	 	 	1st	Street	South	 	 	B905	19 1st Street South B905	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320387	{DE517B5A-8833-4BB8-948D-F8BF83661621}
3678	450944	42019	19	 	 	 	 	1st	Street	South	 	 	B906	19 1st Street South B906	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320388	{544126D0-A06C-40D0-8DCC-B8AAD8874DC3}
1522	193588	41527	19	 	 	 	 	1st	Street	South	 	 	B907	19 1st Street South B907	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320389	{480AA85D-6FEB-4B75-93FF-D07817D4F5E9}
2806	344867	82667	19	 	 	 	 	1st	Street	South	 	 	B908	19 1st Street South B908	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320390	{75F2E986-DCCD-48AB-9424-68850649A72F}
1556	197218	61561	19	 	 	 	 	1st	Street	South	 	 	B1001	19 1st Street South B1001	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320391	{E8A51AAD-8970-4B74-8F89-DE1C57A59798}
2370	294248	62227	19	 	 	 	 	1st	Street	South	 	 	B1002	19 1st Street South B1002	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320392	{11532A6A-7D5A-456C-AF6E-5026C1C5E1F3}
2799	343611	77877	19	 	 	 	 	1st	Street	South	 	 	B1003	19 1st Street South B1003	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320393	{75FD5A19-61BC-4EBE-A70E-C478AE68559A}
3537	432960	39623	19	 	 	 	 	1st	Street	South	 	 	B1004	19 1st Street South B1004	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320394	{0F64CD17-0302-4A0A-986D-0B1E2F823113}
445	56890	66074	19	 	 	 	 	1st	Street	South	 	 	B1005	19 1st Street South B1005	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320395	{D89842FC-8AC4-4F82-9F94-1F8B27965295}
814	106204	41056	19	 	 	 	 	1st	Street	South	 	 	B1006	19 1st Street South B1006	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320396	{4823CA1F-86C5-49D2-9C92-2548CF187D57}
312	40392	51225	19	 	 	 	 	1st	Street	South	 	 	B1007	19 1st Street South B1007	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320397	{BF8604E3-2DAD-48A5-831E-4D4051CE41E6}
650	83188	41528	19	 	 	 	 	1st	Street	South	 	 	B1008	19 1st Street South B1008	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320398	{7F8F6759-30F8-4C0E-BDE4-59F7D89DCE46}
2620	322929	85226	19	 	 	 	 	1st	Street	South	 	 	B1101	19 1st Street South B1101	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320399	{ACE22E42-477F-411A-999A-7DBF0F31BE69}
339	43362	43443	19	 	 	 	 	1st	Street	South	 	 	B1102	19 1st Street South B1102	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320400	{86F87364-3212-4190-92A4-261D5CCAA1CC}
818	106525	66045	19	 	 	 	 	1st	Street	South	 	 	B1103	19 1st Street South B1103	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320401	{35BB7181-A95B-4B47-8942-E96388DF4AB5}
1782	225974	41526	19	 	 	 	 	1st	Street	South	 	 	B1104	19 1st Street South B1104	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320402	{B2256456-5E90-4819-B5A1-8FF85BAB8827}
1362	173262	66088	19	 	 	 	 	1st	Street	South	 	 	B1105	19 1st Street South B1105	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320403	{83E90F35-6B5F-4309-BCAE-B6165DFBD4FD}
3201	391236	69176	19	 	 	 	 	1st	Street	South	 	 	B1106	19 1st Street South B1106	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320404	{3E9356B0-B839-494D-8120-78A1BF345A7F}
1049	135799	61418	19	 	 	 	 	1st	Street	South	 	 	B1107	19 1st Street South B1107	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320405	{635706A1-C28C-4922-A4A1-0D75230EFF81}
2720	335706	85235	19	 	 	 	 	1st	Street	South	 	 	B1108	19 1st Street South B1108	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320406	{69F77D7D-DE64-48E4-B106-03877A680724}
618	78542	39028	19	 	 	 	 	1st	Street	South	 	 	B1201	19 1st Street South B1201	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320407	{3ED9618D-ED4A-44A7-9D61-E6B697369E14}
1848	232358	66525	19	 	 	 	 	1st	Street	South	 	 	B1202	19 1st Street South B1202	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320408	{04F14FAA-1848-4E8E-9EF6-33DEB5E72FEE}
3698	454393	42486	19	 	 	 	 	1st	Street	South	 	 	B1203	19 1st Street South B1203	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320409	{9BC8D6E0-27B0-4E31-ACE4-2377C672D5C9}
1737	220426	78378	19	 	 	 	 	1st	Street	South	 	 	B1204	19 1st Street South B1204	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320410	{11B74794-6273-4946-825C-EAD04B60190F}
1261	162238	62132	19	 	 	 	 	1st	Street	South	 	 	B1205	19 1st Street South B1205	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320411	{004231CF-C058-42D0-A5C0-B291D3FDE8BD}
3457	424614	61390	19	 	 	 	 	1st	Street	South	 	 	B1206	19 1st Street South B1206	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320412	{92D0FC85-C130-4E16-B5D8-CB1163C2C8A2}
3065	377138	61349	19	 	 	 	 	1st	Street	South	 	 	B1207	19 1st Street South B1207	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320413	{1372CFC3-F175-4D0B-84E8-8D7157C4347B}
2490	308326	61322	19	 	 	 	 	1st	Street	South	 	 	B1208	19 1st Street South B1208	Minneapolis	55401	 	 	 	0	Structure	-93.26569113	44.98311382	2302924320414	{662ABE8F-D87C-43AF-A54E-A927759E7D56}
